id,booking_status_pred,Prob
42302,0,0.15618193
42303,0,0.27225244
42304,0,0.1516229
42305,0,0.31986403
42306,0,0.2507259
42307,0,0.07608838
42308,0,0.16706555
42309,0,0.23177499
42310,0,0.3887226
42311,1,0.7175409
42312,0,0.07388388
42313,1,0.79413366
42314,1,0.6586764
42315,0,0.2068991
42316,1,0.8347935
42317,0,0.22009113
42318,0,0.41190225
42319,0,0.016088195
42320,0,0.30585223
42321,0,0.4000854
42322,1,0.9401813
42323,0,0.06436747
42324,1,0.7195314
42325,0,0.051396117
42326,1,0.566959
42327,0,0.039267402
42328,0,0.14608218
42329,0,0.08423186
42330,1,0.8129538
42331,0,0.29801136
42332,0,0.24378026
42333,1,0.74374753
42334,0,0.035934094
42335,1,0.78115106
42336,0,0.13675652
42337,1,0.7053694
42338,0,0.2852502
42339,0,0.020371236
42340,0,0.15741831
42341,1,0.6701685
42342,1,0.92623794
42343,0,0.4144984
42344,0,0.34063482
42345,0,0.042256705
42346,1,0.9757574
42347,1,0.81890005
42348,1,0.8923232
42349,0,0.06342719
42350,0,0.30642924
42351,0,0.11972152
42352,1,0.67650956
42353,1,0.788828
42354,0,0.14274253
42355,0,0.23166099
42356,1,0.5001347
42357,0,0.00030304707
42358,1,0.88588613
42359,0,0.08057774
42360,1,0.7193575
42361,0,0.1152336
42362,1,0.80681777
42363,0,0.18582377
42364,0,0.34133583
42365,0,0.3201315
42366,0,0.33067513
42367,1,0.8138416
42368,1,0.53798157
42369,1,0.8870285
42370,0,0.33595917
42371,0,0.07260257
42372,0,0.37281337
42373,1,0.9742293
42374,1,0.58079165
42375,0,0.4688908
42376,0,0.06458337
42377,1,0.9676215
42378,1,0.5784155
42379,0,0.24946097
42380,0,0.030074636
42381,1,0.92021745
42382,1,0.58868533
42383,1,0.9382167
42384,0,0.20142451
42385,0,0.020345703
42386,1,0.85786664
42387,1,0.72768706
42388,0,0.06387042
42389,0,0.024040874
42390,1,0.88512117
42391,0,0.120367534
42392,0,0.046143338
42393,0,0.11879797
42394,0,0.27966163
42395,1,0.56027186
42396,0,0.16131389
42397,1,0.9612675
42398,0,0.06749971
42399,1,0.77672076
42400,0,0.43953395
42401,0,0.19970345
42402,1,0.7607344
42403,1,0.72115535
42404,0,0.28458276
42405,0,0.21487573
42406,0,0.37330452
42407,0,0.12861106
42408,0,0.18134508
42409,0,0.45783392
42410,1,0.7826828
42411,0,1.6185032e-09
42412,1,0.9509426
42413,1,0.7338359
42414,1,0.7318407
42415,0,0.20506844
42416,1,0.8241398
42417,0,0.12642561
42418,0,0.42648596
42419,0,0.32552993
42420,0,0.12973514
42421,0,0.08071484
42422,0,0.4286987
42423,0,0.4621881
42424,1,0.9011782
42425,0,0.3376208
42426,0,0.39686885
42427,0,0.07382009
42428,0,0.25696206
42429,1,0.97088414
42430,0,0.46596408
42431,1,0.7442389
42432,1,0.955561
42433,0,0.15357207
42434,0,3.9068756e-05
42435,0,0.079167835
42436,0,0.3808334
42437,0,0.29063436
42438,0,0.27329287
42439,1,0.915914
42440,0,0.17629063
42441,1,0.94518834
42442,0,0.14151484
42443,0,0.19342126
42444,0,0.06158616
42445,0,0.058497373
42446,1,0.86308265
42447,0,0.20937616
42448,0,0.056972202
42449,0,0.16824204
42450,0,0.2560724
42451,0,0.16548653
42452,0,0.04108154
42453,0,0.23882595
42454,0,0.18062611
42455,0,0.28311333
42456,0,0.32395074
42457,0,0.041606143
42458,0,0.2557424
42459,0,0.4219256
42460,1,0.8292312
42461,0,0.09884189
42462,1,0.60549325
42463,0,0.21362764
42464,1,0.87744814
42465,0,0.15336871
42466,1,0.7798282
42467,0,0.2897629
42468,0,0.26994488
42469,0,0.096575856
42470,0,0.20429842
42471,1,0.51480067
42472,0,0.44353452
42473,0,0.08088338
42474,0,0.30866998
42475,0,0.09278561
42476,0,0.0005562288
42477,0,0.30965456
42478,1,0.7932293
42479,1,0.8023488
42480,0,0.007479615
42481,0,0.19533776
42482,0,0.07349136
42483,0,0.41060862
42484,0,0.19740342
42485,0,0.012151714
42486,1,0.79389995
42487,0,0.45680884
42488,0,0.0011193841
42489,0,0.19780634
42490,0,0.12043388
42491,1,0.6664098
42492,0,0.33931932
42493,0,0.124480315
42494,0,0.19539498
42495,0,0.3596705
42496,0,0.27024168
42497,0,0.016728232
42498,0,0.0916655
42499,0,0.059129126
42500,0,0.116033964
42501,0,0.3013174
42502,1,0.55049264
42503,1,0.8558496
42504,0,0.049449403
42505,0,3.1243488e-07
42506,0,0.40312487
42507,0,0.015567519
42508,0,0.20513713
42509,0,0.17307255
42510,1,0.660932
42511,0,0.42951363
42512,0,0.23534033
42513,0,0.0056425505
42514,0,0.03978409
42515,0,0.45551744
42516,0,0.49000657
42517,1,0.6126123
42518,1,0.78716666
42519,0,0.34719527
42520,1,0.5681319
42521,0,0.036164735
42522,0,0.25797373
42523,0,0.32790637
42524,0,0.41082874
42525,1,0.798649
42526,1,0.8201059
42527,0,0.28056914
42528,0,0.48242038
42529,0,0.21322672
42530,1,0.5991872
42531,1,0.86359715
42532,0,0.23790076
42533,0,0.42379338
42534,0,0.16246854
42535,1,0.94684863
42536,0,0.1512627
42537,0,0.123356976
42538,1,0.71401954
42539,0,0.24048997
42540,0,0.1876312
42541,0,0.20956774
42542,0,0.24040955
42543,0,0.35136446
42544,0,0.042650998
42545,1,0.8804836
42546,0,0.036710575
42547,0,0.38457933
42548,1,0.51338136
42549,0,0.33268037
42550,0,0.39722326
42551,1,0.9633059
42552,1,0.6988308
42553,0,0.01771834
42554,0,0.2885466
42555,0,0.4104835
42556,0,0.16398163
42557,0,0.30509165
42558,0,0.25910068
42559,0,0.0694824
42560,0,0.1732226
42561,1,0.706168
42562,1,0.7916072
42563,1,0.66358966
42564,0,0.4477821
42565,1,0.8353358
42566,1,0.96087766
42567,0,0.18883832
42568,0,0.031455386
42569,0,0.18024175
42570,0,0.34142038
42571,0,1.2104913e-05
42572,0,0.4076796
42573,0,0.3048316
42574,1,0.5893634
42575,1,0.77454305
42576,0,0.13329077
42577,0,0.17819755
42578,0,0.026252266
42579,0,0.05940536
42580,0,1.5861715e-14
42581,1,0.95794135
42582,0,0.14392443
42583,0,0.043001056
42584,0,0.03384982
42585,0,0.15804996
42586,0,0.0015026906
42587,1,0.7129766
42588,0,0.37281337
42589,1,0.5748283
42590,1,0.94338286
42591,0,0.15913081
42592,0,0.19182982
42593,0,0.49522033
42594,0,0.053115696
42595,0,0.29401514
42596,0,0.37785676
42597,0,0.1573974
42598,0,0.33743727
42599,0,0.38064545
42600,0,0.0021808562
42601,0,0.4759563
42602,1,0.8370381
42603,0,0.165015
42604,1,0.74331003
42605,1,0.5685559
42606,1,0.7394271
42607,0,0.32308066
42608,0,0.1839474
42609,0,4.3119107e-05
42610,1,0.6338774
42611,1,0.6588501
42612,0,0.055174798
42613,0,0.0526781
42614,0,0.02621318
42615,0,0.16322719
42616,1,0.8232825
42617,0,0.28857166
42618,1,0.5919113
42619,0,0.2320173
42620,1,0.79665494
42621,1,0.7718469
42622,0,0.40512413
42623,1,0.8108597
42624,0,0.03560162
42625,0,0.12570073
42626,1,0.90321386
42627,1,0.7309691
42628,1,0.76368105
42629,1,0.7056752
42630,1,0.81018627
42631,0,0.36174726
42632,0,0.0183304
42633,0,0.060345944
42634,0,0.25622526
42635,0,0.108038
42636,0,0.46763572
42637,0,0.39900708
42638,0,0.018022208
42639,1,0.6373748
42640,0,0.08210487
42641,0,0.056798395
42642,0,0.20255372
42643,0,0.24737081
42644,0,0.19242354
42645,1,0.6607118
42646,1,0.7778023
42647,0,0.095030844
42648,0,0.13266732
42649,0,0.24280788
42650,1,0.6108014
42651,0,0.17902692
42652,0,0.18397759
42653,0,0.19073589
42654,0,0.20283578
42655,0,0.11084342
42656,0,0.41619015
42657,1,0.7894316
42658,0,0.08934599
42659,0,0.39644453
42660,0,0.45407888
42661,0,0.19648229
42662,1,0.9631653
42663,0,0.059340566
42664,0,0.10305621
42665,0,0.35404506
42666,1,0.7334328
42667,0,0.12541772
42668,0,0.07401133
42669,1,0.82771695
42670,1,0.8602138
42671,0,0.22726552
42672,1,0.9741639
42673,0,0.27067304
42674,0,0.0047484026
42675,0,0.25754088
42676,0,0.24774884
42677,0,0.44452867
42678,0,0.14928618
42679,0,0.17086288
42680,0,0.42412806
42681,0,0.031516127
42682,1,0.8624087
42683,1,0.9588947
42684,0,0.0109138675
42685,0,0.21431242
42686,0,0.21014117
42687,0,0.064924784
42688,1,0.5565184
42689,1,0.92887974
42690,0,0.23488869
42691,0,0.0062234094
42692,0,0.04980469
42693,1,0.6574839
42694,0,0.10332927
42695,0,0.27013496
42696,1,0.5482073
42697,0,0.4267708
42698,0,0.22132808
42699,1,0.60194314
42700,0,0.37402517
42701,0,0.0046008728
42702,0,0.0535214
42703,0,0.27526048
42704,0,0.1743386
42705,0,0.030560669
42706,0,0.08574538
42707,0,0.03866465
42708,0,0.056667462
42709,0,0.0008497738
42710,0,0.29976436
42711,0,0.32976946
42712,1,0.57283807
42713,0,0.03356693
42714,0,0.10702846
42715,0,0.13383189
42716,1,0.52741253
42717,0,0.045650233
42718,0,0.07929495
42719,0,0.041750617
42720,1,0.75035214
42721,1,0.6899344
42722,0,0.3561285
42723,0,0.3267361
42724,0,0.38689712
42725,0,0.0043604355
42726,0,0.13021526
42727,1,0.8574389
42728,0,0.10571577
42729,1,0.94622487
42730,0,0.42803887
42731,0,0.040213294
42732,1,0.7887784
42733,1,0.7305615
42734,0,0.20248792
42735,0,0.1848613
42736,1,0.945736
42737,0,0.38234726
42738,0,0.12804054
42739,0,0.21871588
42740,0,0.25993538
42741,1,0.9191263
42742,0,0.023355937
42743,1,0.65791416
42744,1,0.8180449
42745,1,0.80548143
42746,0,0.07612348
42747,1,0.63418496
42748,1,0.9618929
42749,1,0.50900257
42750,1,0.6157188
42751,0,0.08465486
42752,0,0.070366584
42753,0,0.4214929
42754,0,0.3531318
42755,1,0.759858
42756,0,0.14957039
42757,0,0.085373245
42758,1,0.71168673
42759,1,0.5517647
42760,0,0.4046073
42761,0,0.029414566
42762,1,0.9356997
42763,0,0.1565312
42764,1,0.8352898
42765,0,0.3492889
42766,0,0.047050055
42767,0,0.00324136
42768,1,0.6168959
42769,0,0.26603407
42770,0,0.08841334
42771,1,0.9205632
42772,0,0.17359518
42773,1,0.5420342
42774,0,0.06967735
42775,0,0.013081062
42776,0,0.09749134
42777,0,0.3303389
42778,0,0.359868
42779,0,0.20714876
42780,0,0.05752724
42781,0,0.4695317
42782,0,0.077218495
42783,0,0.427115
42784,1,0.77802396
42785,1,0.5317414
42786,0,2.4031e-13
42787,1,0.66846704
42788,0,0.36333185
42789,1,0.96994245
42790,0,0.20801291
42791,0,0.06830238
42792,0,0.20474319
42793,0,0.13956666
42794,0,0.32405427
42795,1,0.7937088
42796,1,0.85977614
42797,0,0.05461634
42798,1,0.74462295
42799,0,0.059945688
42800,1,0.6820379
42801,1,0.7755043
42802,0,0.1436849
42803,0,0.082731456
42804,0,0.09751865
42805,0,0.023306932
42806,1,0.53937614
42807,0,0.29691148
42808,0,0.0005025795
42809,0,0.12783428
42810,1,0.8712487
42811,1,0.7794236
42812,0,0.34783906
42813,1,0.7855817
42814,0,0.49261335
42815,0,0.07893223
42816,0,0.062492426
42817,1,0.63673794
42818,0,0.30304447
42819,0,0.18507783
42820,1,0.6605943
42821,0,0.027714223
42822,1,0.75026655
42823,1,0.8980984
42824,0,0.19101441
42825,0,0.019133978
42826,1,0.94564825
42827,0,0.35479495
42828,1,0.72936237
42829,0,0.3242864
42830,1,0.88652396
42831,1,0.9499375
42832,0,0.12629907
42833,1,0.72724146
42834,0,0.1324077
42835,1,0.81335294
42836,0,0.46712604
42837,1,0.79373187
42838,0,0.036092535
42839,1,0.7601091
42840,0,0.03916968
42841,0,6.0561015e-05
42842,0,0.18965606
42843,1,0.8646647
42844,0,0.33268347
42845,0,0.11359807
42846,1,0.7731323
42847,0,0.20355
42848,0,0.02887822
42849,0,0.112627216
42850,0,0.1898066
42851,0,0.42169815
42852,1,0.6180177
42853,1,0.7934587
42854,0,0.06714993
42855,0,0.023518933
42856,0,0.17326133
42857,1,0.7793375
42858,0,0.17731331
42859,0,0.02911672
42860,0,0.39088944
42861,0,0.060380127
42862,0,0.014413103
42863,0,0.0054606493
42864,1,0.9588052
42865,1,0.74405915
42866,0,0.14955497
42867,0,0.33505538
42868,1,0.8061445
42869,0,0.06431294
42870,0,0.15177019
42871,1,0.87352556
42872,0,0.26355904
42873,0,0.13348551
42874,0,0.29201
42875,1,0.6276114
42876,0,0.49309745
42877,0,0.28233153
42878,0,0.4579712
42879,0,0.37085253
42880,0,0.050851356
42881,0,0.017600028
42882,1,0.8004647
42883,1,0.7071864
42884,0,0.11858735
42885,1,0.91220295
42886,1,0.88767284
42887,0,0.290493
42888,0,0.23767087
42889,1,0.7893499
42890,1,0.8117453
42891,0,0.2190816
42892,0,0.1884403
42893,0,0.14187515
42894,0,0.04427068
42895,0,0.43472996
42896,0,0.097586155
42897,1,0.5332506
42898,1,0.87642676
42899,0,0.16735841
42900,0,0.25476447
42901,1,0.7492057
42902,0,0.15814535
42903,1,0.62078786
42904,1,0.5968514
42905,0,0.1377907
42906,0,0.2149348
42907,1,0.6203297
42908,1,0.74366397
42909,0,0.32443845
42910,0,0.015051527
42911,1,0.94447356
42912,0,0.22502042
42913,0,0.15316485
42914,0,0.2558102
42915,1,0.5337401
42916,0,0.0032367539
42917,0,0.043225687
42918,0,0.4312675
42919,0,0.4116381
42920,0,0.35864666
42921,1,0.84579104
42922,1,0.7503221
42923,1,0.92813015
42924,1,0.78904486
42925,0,0.47229937
42926,0,0.056683473
42927,0,0.100603625
42928,1,0.50399
42929,0,0.036061756
42930,1,0.6686958
42931,0,0.36213148
42932,1,0.9277901
42933,0,0.069470234
42934,1,0.95084167
42935,0,0.18704589
42936,1,0.87073916
42937,1,0.7816741
42938,1,0.9463531
42939,0,0.18176167
42940,1,0.7854279
42941,1,0.548415
42942,0,0.18644434
42943,1,0.84672886
42944,0,0.21024334
42945,1,0.68424
42946,0,0.32282704
42947,0,0.073931016
42948,0,0.46926975
42949,0,0.08224649
42950,1,0.8062221
42951,0,0.17280965
42952,0,0.2363546
42953,1,0.7780507
42954,0,0.474004
42955,1,0.935634
42956,0,0.29928952
42957,1,0.59385526
42958,0,0.3296418
42959,0,0.25746465
42960,0,0.1158966
42961,1,0.5426629
42962,1,0.9389754
42963,0,0.15761553
42964,0,0.0678139
42965,0,0.007860071
42966,1,0.9422207
42967,1,0.7655644
42968,0,0.032638505
42969,0,0.26821348
42970,0,0.11811368
42971,0,0.28411868
42972,1,0.81622404
42973,1,0.8247109
42974,0,0.08568474
42975,0,0.33794972
42976,0,0.31354612
42977,0,0.16756794
42978,1,0.6732304
42979,0,0.17555006
42980,0,0.45082486
42981,0,0.30415964
42982,0,0.16306466
42983,0,0.15355438
42984,1,0.5275492
42985,1,0.6130916
42986,0,0.41839704
42987,1,0.9731265
42988,0,0.06515984
42989,0,0.22675255
42990,1,0.72548056
42991,0,0.1300114
42992,0,0.06622775
42993,0,0.096886046
42994,1,0.5939826
42995,1,0.7001455
42996,0,0.2218972
42997,1,0.5406454
42998,1,0.8829442
42999,1,0.8515459
43000,0,0.2609538
43001,0,0.13625412
43002,0,0.3522261
43003,1,0.6773087
43004,1,0.81903565
43005,0,0.3589253
43006,1,0.8290911
43007,0,0.2541316
43008,0,0.35106644
43009,0,0.18939026
43010,1,0.65940946
43011,0,0.24051282
43012,1,0.55568564
43013,0,0.41981658
43014,1,0.70966625
43015,0,0.16746971
43016,1,0.50479895
43017,0,0.2459979
43018,0,0.09365748
43019,0,0.27440134
43020,1,0.7787462
43021,0,0.27672204
43022,0,0.38243154
43023,1,0.777593
43024,0,0.09930316
43025,0,0.41953772
43026,1,0.6321727
43027,0,0.10809022
43028,0,0.2951172
43029,1,0.63514966
43030,0,0.18822551
43031,0,0.057710268
43032,0,0.021585725
43033,1,0.82361466
43034,0,0.28040406
43035,0,0.34894
43036,0,0.042425383
43037,0,0.1067884
43038,0,0.4344026
43039,0,0.30760586
43040,0,0.18650404
43041,0,0.17213109
43042,0,1.9898945e-19
43043,1,0.78111774
43044,0,0.06877929
43045,0,0.12215374
43046,1,0.82524985
43047,0,0.2323483
43048,0,0.21295853
43049,0,0.28255463
43050,1,0.50529724
43051,0,0.18475057
43052,0,0.031614956
43053,1,0.62272364
43054,0,0.19855276
43055,0,0.1995299
43056,0,0.22536592
43057,0,0.12913133
43058,1,0.95891905
43059,1,0.91400343
43060,0,0.011440726
43061,0,0.10697137
43062,0,0.24013968
43063,1,0.65777385
43064,1,0.887222
43065,1,0.53643185
43066,0,0.20315968
43067,0,0.20895116
43068,1,0.7624152
43069,0,0.06784373
43070,0,0.2303702
43071,0,5.2316438e-05
43072,0,0.0022795692
43073,0,0.31769454
43074,1,0.7762387
43075,0,0.20577301
43076,0,0.038064763
43077,0,0.30310136
43078,0,0.33033848
43079,1,0.59362894
43080,0,0.15625618
43081,0,0.118391566
43082,0,0.14737755
43083,0,0.18015562
43084,0,0.004775762
43085,0,0.00012257088
43086,0,0.05578091
43087,0,0.43126637
43088,0,0.37077528
43089,1,0.94877005
43090,1,0.5774087
43091,1,0.8098923
43092,0,0.065560065
43093,1,0.9217494
43094,0,0.32566977
43095,0,0.015579356
43096,1,0.6516925
43097,0,0.15358754
43098,1,0.5489812
43099,1,0.8891512
43100,0,0.42161277
43101,0,0.30776185
43102,1,0.6804721
43103,0,0.06461757
43104,0,0.085111886
43105,0,0.36988503
43106,0,0.49189085
43107,1,0.5707325
43108,0,0.05062915
43109,0,0.28312156
43110,1,0.8537608
43111,0,0.40360743
43112,1,0.7771199
43113,0,0.2218678
43114,1,0.80178744
43115,0,0.34588256
43116,1,0.57931733
43117,0,0.13352333
43118,0,0.09707234
43119,1,0.66787016
43120,1,0.7956687
43121,0,0.13893072
43122,0,0.49121577
43123,1,0.73601645
43124,1,0.81410855
43125,1,0.7396061
43126,0,0.37340486
43127,1,0.56878656
43128,1,0.9671768
43129,1,0.52403563
43130,0,0.32431233
43131,1,0.5535349
43132,0,0.38344932
43133,1,0.8820588
43134,1,0.60824174
43135,1,0.59525025
43136,0,0.28960988
43137,0,0.26002973
43138,0,0.03469014
43139,0,0.14138252
43140,0,0.1879291
43141,0,0.098561704
43142,1,0.9464027
43143,0,0.34360704
43144,1,0.7440185
43145,1,0.9419044
43146,0,0.10387085
43147,0,0.21576777
43148,1,0.8184705
43149,0,0.031043889
43150,1,0.7525064
43151,0,0.090296656
43152,0,0.05082216
43153,0,0.19796704
43154,0,0.09798286
43155,0,0.18998668
43156,0,0.078848444
43157,0,0.040825248
43158,1,0.6988308
43159,0,0.27619478
43160,1,0.9099825
43161,0,0.20021713
43162,0,0.32959598
43163,0,0.10132239
43164,0,0.02745095
43165,1,0.6276859
43166,0,0.05441217
43167,0,0.013309828
43168,0,0.011453147
43169,1,0.563168
43170,0,0.16757394
43171,1,0.90193933
43172,1,0.9603342
43173,0,0.24537137
43174,1,0.9026097
43175,1,0.9459577
43176,0,0.22918911
43177,0,0.043931164
43178,0,0.05734592
43179,1,0.5236046
43180,1,0.89477175
43181,0,0.20835975
43182,1,0.9091934
43183,0,0.0019943367
43184,1,0.5400773
43185,1,0.9386516
43186,0,7.976786e-07
43187,1,0.53884983
43188,0,0.4259336
43189,0,0.035571575
43190,0,0.23687665
43191,0,0.22662073
43192,1,0.62646276
43193,0,0.42104504
43194,0,0.48154283
43195,0,0.1431362
43196,1,0.64921933
43197,0,0.21726064
43198,1,0.87784904
43199,0,0.016496954
43200,0,0.35052693
43201,1,0.7402801
43202,0,0.061359417
43203,0,0.091807745
43204,0,0.341996
43205,0,0.13033852
43206,1,0.74940145
43207,0,0.0019726285
43208,1,0.9521587
43209,0,0.14668263
43210,0,0.34556362
43211,1,0.64643085
43212,0,0.37967074
43213,0,0.40938306
43214,0,0.058374327
43215,0,0.19938561
43216,1,0.5632823
43217,0,0.074162096
43218,1,0.56641775
43219,0,0.0014188511
43220,1,0.549963
43221,1,0.5306856
43222,0,0.2517251
43223,0,0.03404539
43224,0,0.07513994
43225,0,0.25091156
43226,1,0.6898175
43227,1,0.6633008
43228,0,0.1529315
43229,0,0.123817414
43230,0,1.1202061e-05
43231,1,0.6322894
43232,1,0.5717852
43233,0,0.16008396
43234,0,0.09068156
43235,0,0.013454723
43236,0,0.0114509445
43237,0,0.22088715
43238,0,0.14662047
43239,0,0.09275864
43240,0,0.04611807
43241,0,0.36723754
43242,0,0.22781812
43243,0,0.48158607
43244,1,0.8081545
43245,1,0.5412045
43246,0,0.018214703
43247,0,0.1670401
43248,1,0.71638083
43249,1,0.79868156
43250,1,0.80387914
43251,1,0.5618095
43252,1,0.97739077
43253,0,0.045560062
43254,1,0.8048576
43255,1,0.8565851
43256,1,0.78635883
43257,0,0.050358605
43258,1,0.9237208
43259,0,0.020015003
43260,1,0.95552695
43261,0,0.42511094
43262,0,0.10858221
43263,0,0.37873286
43264,0,0.4017627
43265,1,0.7012125
43266,1,0.592966
43267,0,0.16175862
43268,0,0.07287308
43269,0,0.00037421708
43270,1,0.7571959
43271,0,0.112381265
43272,0,0.3502531
43273,1,0.93041486
43274,0,0.066137515
43275,0,0.35097972
43276,0,0.38605753
43277,0,0.4047803
43278,1,0.97118527
43279,1,0.80212224
43280,0,0.24544783
43281,0,0.07926254
43282,0,0.38294798
43283,1,0.8127913
43284,0,0.1876482
43285,0,0.21338423
43286,0,0.38487992
43287,0,0.4622873
43288,0,0.24225992
43289,1,0.90233546
43290,0,0.006539036
43291,0,0.11774782
43292,0,0.12452003
43293,1,0.83018976
43294,0,0.3967642
43295,0,0.29733828
43296,1,0.7587751
43297,0,0.46658483
43298,0,0.09280679
43299,0,0.27100688
43300,0,0.1002053
43301,0,0.19717596
43302,0,0.3854748
43303,0,0.3543672
43304,0,0.2710282
43305,0,0.19509141
43306,1,0.7403598
43307,0,0.08837008
43308,1,0.7305876
43309,1,0.9014681
43310,0,0.3530463
43311,0,0.27353758
43312,0,0.05883243
43313,1,0.82746536
43314,0,0.3983215
43315,1,0.9354434
43316,0,0.44913924
43317,0,0.2025749
43318,0,0.3275245
43319,0,0.22004144
43320,1,0.77019864
43321,1,0.7483629
43322,0,0.27048314
43323,1,0.8874218
43324,0,0.3802173
43325,0,0.2405357
43326,0,0.030935807
43327,1,0.8150964
43328,0,0.39247754
43329,0,0.2466686
43330,0,0.23174952
43331,0,0.057281714
43332,1,0.9428687
43333,0,0.22315106
43334,0,0.38503164
43335,0,0.030710787
43336,0,0.01413393
43337,1,0.67421055
43338,1,0.5303351
43339,0,0.11852367
43340,0,0.07480185
43341,1,0.95275736
43342,1,0.6825694
43343,1,0.7422178
43344,0,0.17750569
43345,0,0.26393625
43346,1,0.8002932
43347,0,0.49669456
43348,1,0.931816
43349,0,0.13762881
43350,0,0.12615447
43351,1,0.80755967
43352,1,0.63449776
43353,1,0.9147993
43354,1,0.79771537
43355,1,0.50101376
43356,0,3.4193374e-05
43357,1,0.7789697
43358,0,0.004951875
43359,0,0.21042053
43360,0,0.27402496
43361,0,0.05851431
43362,0,0.16830228
43363,0,0.08768403
43364,0,0.21235046
43365,1,0.53184545
